enheterna har aktuella genomförandeplaner för de boende;U28112
förskollärartäthet, antal barn/lärare med förskollärarlegitimation, lägeskommun;N11811
personaltäthet, inskrivna barn per årsarbetare i förskolan, kommunal regi, antal;N11010
kostnad kommunal förskola, kr/inskrivet barn;N11032
bruttokostnad lokaler kommunal förskola, kr/inskrivet barn;N11033
heltidstjänster i förskolan med förskollärarexamen, kommunal regi, andel (%);N11043
barn per barngrupp 1-3 år (småbarnsgrupp) i förskola, kommunal regi, antal;N11046
heltidstjänster i förskolan med gymnasial utbildning för arbete med barn, kommunal regi, andel (%);N11049
heltidstjänster i förskola med pedagogisk högskoleexamen, kommunal regi, andel (%);N11052
heltidstjänster i förskola med viss pedagogisk utbildning, kommunal regi, andel (%);N11055
heltidstjänster i förskola med övrig utbildning, kommunal regi, andel (%);N11058
årsarbetare i förskolan, kommunal regi, antal;N11104
barn per barngrupp i förskola, kommunal regi, antal;N11703
barn per barngrupp 4-5 år i förskola, kommunal regi;N11706
heltidstjänster i förskolan med förskollärarlegitimation, kommunal regi, andel (%);N11810
förskollärartäthet, antal barn/lärare med förskollärarlegitimation, kommunal regi;N11813
medarbetarengagemang (hme) förskola - totalindex;U11200
förskollärarenkäten: systematisk uppföljning och dokumentation för varje barns lärande, andel positiva svar (%);U11530
förskollärarenkäten: uppföljning om att utbildningen uppfyller läroplanens mål, andel positiva svar (%);U11531
förskollärarenkäten: använder resultat från dokumentation och uppföljning för att utveckla utbildningen, andel positiva svar (%);U11532
förskollärarenkäten: använder aktuell forskning för att utveckla utbildningen, andel positiva svar (%);U11533
förskollärarenkäten: träffar andra förskollärare på inplanerad tid för att diskutera pedagogiska frågor, andel positiva svar (%);U11534
förskollärarenkäten: möjlighet att prioritera pedagogiskt utvecklingsarbete, andel positiva svar (%);U11535
förskollärarenkäten: tydlig rollfördelning, andel positiva svar (%);U11536
förskollärarenkäten: inplanerad tid för personal för att disuktera pedagogiska frågor, andel positiva svar (%);U11537
förskollärarenkäten: särskilt stöd till de barn som är i behov av det, andel positiva svar (%);U11538
förskollärarenkäten: utbildningen anpassas för att kompensera barn från resurssvaga hemförhållanden, andel positiva svar (%);U11539
förskollärarenkäten: innemiljön främjar barns utveckling och lärande, andel positiva svar (%);U11540
förskollärarenkäten: utemiljön främjar barns utveckling och lärande, andel positiva svar (%);U11541
huvudmannaenkäten: förekomst av socioekonomisk resursmodell i förskolan (ja=1, nej=0);U11542
huvudmannaenkäten: förekomst av riktlinjer för den socioekonomiska omfördelningen i förskolan (ja=1, nej=0);U11543
huvudmannaenkäten: rutiner för utvärdering av den socioekonomiska resursmodellen i förskolan (ja=1, nej=0);U11544
huvudmannaenkäten: utvärdering av den socioekonomiska resursfördelningen i förskolan (ja=1, nej=0);U11545
personaltäthet, inskrivna barn per årsarbetare i förskolan, enskild regi, antal;N11011
heltidstjänster i förskolan med förskollärarexamen, enskild regi, andel (%);N11042
barn per barngrupp 1-3 år (småbarnsgrupp) i förskola, enskild regi, antal (-2021);N11045
heltidstjänster i förskolan med gymnasial utbildning för arbete med barn, enskild regi, andel (%);N11048
heltidstjänster i förskola med pedagogisk högskoleexamen, enskild regi, andel (%);N11051
heltidstjänster i förskola med viss pedagogisk utbildning, enskild regi, andel (%);N11054
heltidstjänster i förskola med övrig utbildning, enskild regi, andel (%);N11057
årsarbetare i förskolan, enskild regi, antal;N11105
barn per barngrupp i förskola, enskild regi, antal;N11702
barn per barngrupp 4-5 år i förskola, enskild regi;N11705
heltidstjänster i förskolan med förskollärarlegitimation, enskild regi, andel (%);N11809
förskollärartäthet, antal barn/lärare med förskollärarlegitimation, enskild regi;N11812
utsläpp till luft av flyktiga organiska ämnen totalt, ton nmvoc;N00510
utsläpp till luft av flyktiga organiska ämnen totalt, ton nmvoc/inv;N00517
total betesmark, hektar;N00750
slåtteräng, hektar;N00751
slåtteräng, per total betesmark, andel (%);N00753
miljöbilar, andel av totalt antal bilar i det geografiska området, (%) (-2020);N07400
bensin- och dieselleverans till vägtransporter, liter/inv;N07788
cykelväg i kommunen, kommunal, meter/inv.;N07803
bilar, antal/1000 inv;N07935
kulturhistoriskt skyddad bebyggelse, antal/10 000 inv;N70066
utsläpp till luft av kväveoxider (nox), totalt, kg/inv;N85047
utsläpp till luft av pm2.5 (partiklar <2.5 mikrom). kg/inv;N85048
skyddad natur totalt, andel (%);N85054
medelavstånd till skyddad natur, km;N85084
utsläpp till luft av ammoniak (nh3), totalt, kg;N85500
utsläpp till luft av ammoniak (nh3), totalt, kg/inv;N85501
miljöbilar i kommunorganisationen, andel (%) (-2020);U00437
nöjd medborgar-index - gång- och cykelvägar (-2020);U07401
kommunen har aktuella dokument för att främja miljöanpassade transporter och minskat transportbehov (ja=1, nej=0);U07524
kommunen har aktuella dokument som fyller funktionen av ett kulturmiljöprogram (ja=1, nej=0);U07525
kommunen har aktuella dokument som fyller funktionen av ett grön- och vattenstrukturprogram (ja=1, nej=0);U07526
kommunen har aktuell kommunal energiplan eller dokument som fyller funktionen av en sådan plan (ja=1, nej=0);U07527
kommunen har tillgång till antikvarisk kompetens (ja=1, nej=0);U07528
måltidssvinn, grund- och gymnasieskola, gram/ätande (-2020);U50102
måltidssvinn, förskola, gram/ätande;U50122
måltidssvinn, gymnasieskola, gram/ätande;U50128
gånghjälpmedel som hanteras med båda armar/ rollatorer inköpta till regionens hjälpmedelscentral(er), antal;N79700
personligt förskrivna gånghjälpmedel som hanteras av båda armar/ rollatorer lämnats ut av regionens hjälpmedelscentral(er), antal;N79701
returer av gånghjälpmedel som hanteras av båda armar/rollatorer till regionens hjälpmedelscentral(er), antal;N79702
manuella rullstolar/ manuella tvåhjulsdrivna rullstolar inköpta till regionens hjälpmedelscentral(er), antal;N79703
personligt förskrivna manuella rullstolar/manuella tvåhjulsdrivna rullstolar som lämnats ut av regionens hjälpmedelscentral(er), antal;N79704
returer av manuella rullstolar/manuella tvåhjulsdrivna rullstolar till regionens hjälpmedelscentral(er), antal;N79705
gånghjälpmedel som hanteras med båda armar/ rollatorer inköpta till regionens hjälpmedelscentral(er), antal/10000 invånare;N79710
personligt förskrivna gånghjälpmedel som hanteras av båda armar/ rollatorer lämnats ut av regionens hjälpmedelscentral(er), antal/10000 invånare;N79711
returer av gånghjälpmedel som hanteras av båda armar/rollatorer till regionens hjälpmedelscentral(er), antal/10000 invånare;N79712
manuella rullstolar/ manuella tvåhjulsdrivna rullstolar inköpta till regionens hjälpmedelscentral(er), antal/10000 invånare;N79713
personligt förskrivna manuella rullstolar/manuella tvåhjulsdrivna rullstolar som lämnats ut av regionens hjälpmedelscentral(er), antal/10000 invånare;N79714
returer av manuella rullstolar/manuella tvåhjulsdrivna rullstolar till regionens hjälpmedelscentral(er), antal/10000 invånare;N79715
förskrivna tyngdtäcken, antal;N79720
förskrivna ankelortoser, antal;N79721
förskrivna knäortoser, antal;N79722
förskrivna helbensortoser, antal;N79723
förskrivna transtibiella proteser, antal;N79724
förskrivna gåstativ, antal;N79725
förskrivna rollatorer, antal;N79726
förskrivna gåstolar, antal;N79727
förskrivna gåbord, antal;N79728
förskrivna manuella tvåhjulsdrivna rullstolar, antal;N79729
förskrivna manuella vårdarmanövrerade rullstolar, antal;N79730
förskrivna el-rullstolar, manuell styrning, antal;N79731
förskrivna el-rullstolar, elektronisk styrning, antal;N79732
förskrivna mobila lyftar slingsäten, antal;N79733
förskrivna mobila lyftar stående, antal;N79734
förskrivna stationära lyftar, antal;N79735
förskrivna sängar och liknande, antal;N79736
förskrivna stöd för sängar, antal;N79737
förskrivna förstorande videosystem, antal;N79738
förskrivna röstförstärkare, antal;N79739
förskrivna ljudutrustning, antal;N79740
förskrivna samtalsapparater, antal;N79741
förskrivna programvara för närkommunikation, antal;N79742
förskrivna ur och klockor, antal;N79743
förskrivna läsmaskiner, antal;N79745
förskrivna hörapparater, antal;N79746
förskrivna kalendrar och tidtabeller, antal;N79747
medborgarengagemang och demokratisk delaktighet - regionindex;N00333
trygghet och säkerhet - regionindex;N00334
miljökvalitet - regionindex;N00335
tillgänglighet till tjänster - regionindex;N00336
inkomst och förmögenhet - regionindex;N00337
arbete och löner - regionindex;N00338
bostad - regionindex;N00339
hälsa - regionindex;N00340
utbildning och kompetens - regionindex;N00341
sociala relationer och tillit - regionindex;N00342
livskvalitet - regionindex;N00343
ekonomisk hållbarhet - regionindex;N00380
miljömässig hållbarhet - regionindex;N00381
social hållbarhet - regionindex;N00382
hållbarhet - regionindex;N00383
förvärvsintensitet, utrikes födda 20-64 år, andel (%);N00713
trafikolyckor med räddningsinsatser per 1000 inv;N00799
ginikoefficient – hushållens disponibla inkomster, index;N00997
invånare 25-64 år med gymnasial utbildning, andel (%);N01983
genomsnittlig allmän pensionsavgift, kr/inv. 20-64 år;N03074
invånare med tillgång till dagligvarubutik inom 2 km, andel (%);N07530
invånare 0-16 år med tillgång till grundskola inom 2 km, andel (%);N07531
slutanvändning av icke-förnybara bränsletyper inom det geografiska området, mwh/inv;N45909
incidens av cancer, åldersstandardiserat, antal/100 000 inv;N60910
incidens av hjärtinfarkter, åldersstandardiserat 20+ år, antal/100 000 inv;N60920
individer med kapitalvinst/förlust, andel (%);N60984
ballastleveranser, ton per invånare;N60985
skadade vårdade i slutenvård, antal/100 000 inv;N60986
kvinnors andel av männens lönesumma, dagbefolkning, andel (%);N60987
deltagande i kultur, andel (%);N60988
invånare 16-84 år som är oroliga över att förlora sitt arbete, andel (%);N60989
anställda som arbetar i yrken som stämmer väl överens med deras utbildning, andel (%);N61001
förekomst av diabetes typ 2, andel (%);N79172
företagens utgifter för egen fou, kr/inv;N85085
offentliga sektorns utgifter för fou, kr/inv;N85086
universitets- och högskolesektorns utgifter för fou, kr/inv;N85087
subjektivt välbefinnande - regionindex;N85369
invånare 16-84 år som haft ekonomisk kris, andel (%);U01407
invånare med avsaknad av emotionellt stöd, andel (%);U01435
invånare 18-64 år med låg inkomst, andel (%);U01803
invånare 16-84 år med lågt socialt deltagande, andel (%);U60423
invånare 17-24 år som varken arbetar eller studerar, län, andel (%) (-2020);U60700
kostnad öppen förskola, kr/inv;N11005
barn 1-5 år inskrivna i pedagogisk omsorg, andel (%) av barn 1-5 år inskrivna i förskola och pedagogisk omsorg;N11803
anställda inom pedagogisk omsorg med examen för arbete med barn, andel (%);N13060
anställda inom pedagogisk omsorg med pedagogisk högskoleexamen, andel (%);N13061
anställda inom pedagogisk omsorg, antal;N13062
verksamheter inom pedagogisk omsorg i enskild regi, antal;N13063
verksamheter inom pedagogisk omsorg i kommunal regi, antal;N13064
verksamheter inom pedagogisk omsorg, antal;N13065
barn i pedagogisk omsorg, enskild regi, andel (%);N13066
barn, andel (%) i pedagogisk omsorg, kommunal regi;N13067
barn per anställd i pedagogisk omsorg, antal;N13068
inskrivna barn i omsorg på obekväma tider 1-5 år, antal;N13700
öppen förskola, andel (%) heltidstjänster med pedagogisk högskoleutbildning;N24010
öppen förskola, antal heltidstjänster;N24011
öppen förskola, antal verksamheter;N24012
öppen förskola, antal verksamheter inom familjecentraler;N24013
öppen förskola, öppethållande minst 16 tim/vecka;N24014
antal barn på förskola, lägeskommun, antal;N11732
medborgarengagemang och demokratisk delaktighet - kommunindex;N00300
trygghet och säkerhet - kommunindex;N00301
miljökvalitet - kommunindex;N00302
tillgänglighet till tjänster - kommunindex;N00303
inkomst och förmögenhet - kommunindex;N00304
arbete och löner - kommunindex;N00305
bostad - kommunindex;N00306
hälsa - kommunindex;N00307
utbildning och kompetens - kommunindex;N00308
sociala relationer och tillit - kommunindex;N00309
livskvalitet - kommunindex;N00310
subjektivt välbefinnande - kommunindex;N00366
ekonomisk hållbarhet - kommunindex;N00370
miljömässig hållbarhet - kommunindex;N00371
social hållbarhet - kommunindex;N00372
hållbarhet - kommunindex;N00373
lämnat etableringsuppdraget och börjat arbeta (status efter 90 dagar), andel (%);N00971
förvärvsarbetande skyddsbehövande och anhöriga (flyktingar) 20-64 år, vistelsetid 4-6 år, andel (%);N02994
anmälda brott mot frihet och frid (treårsmedelvärde), antal/100 000 inv;N07536
anmälda sexualbrott(treårsmedelvärde), antal/100 000 inv;N07537
anmälda ekobrott (treårsmedelvärde), antal/100 000 inv;N07538
idrottsföreningar med lok-stöd, antal/10 000 inv;U09804
brukarbedömning gruppbostad lss  - brukaren får bestämma om saker som är viktiga hemma, andel (%);U28518
brukarbedömning gruppbostad lss - brukaren får den hjälp hen vill ha, andel (%);U28519
brukarbedömning gruppbostad lss  - personalen bryr sig om brukaren, andel (%);U28520
brukarbedömning gruppbostad lss  - personalen pratar så brukaren förstår, andel (%);U28521
brukarbedömning gruppbostad lss  - brukaren känner sig trygg med alla i personalen, andel (%);U28522
brukarbedömning gruppbostad lss  - brukaren är aldrig rädd för något hemma, andel (%);U28523
brukarbedömning gruppbostad lss  - brukaren trivs alltid hemma, andel (%);U28524
brukarbedömning gruppbostad lss - brukaren vet vem hen ska kontakta om något är dåligt hemma, andel (%);U28560
brukarbedömning gruppbostad lss - brukaren får ibland bestämma om saker som är viktiga hemma, andel (%);U28574
brukarbedömning gruppbostad lss - brukaren får inte bestämma om saker som är viktiga hemma, andel (%);U28575
brukarbedömning gruppbostad lss - brukaren får ibland den hjälp hen vill ha, andel (%);U28576
brukarbedömning gruppbostad lss - brukaren får aldrig den hjälp hen vill ha, andel (%);U28577
brukarbedömning gruppbostad lss - några i personalen pratar så brukaren förstår, andel (%);U28578
brukarbedömning gruppbostad lss - personalen pratar inte så brukaren förstår, andel (%);U28579
brukarbedömning gruppbostad lss - personalen bryr sig ibland om brukaren, andel (%);U28580
brukarbedömning gruppbostad lss - personalen bryr sig inte om brukaren, andel (%);U28581
brukarbedömning gruppbostad lss - brukaren känner sig trygg med några i personalen, andel (%);U28582
brukarbedömning gruppbostad lss - brukaren känner sig inte trygg med någon i personalen, andel (%);U28583
brukarbedömning gruppbostad lss - brukaren är ibland rädd för något hemma, andel (%);U28584
brukarbedömning gruppbostad lss - brukaren är ofta rädd för något hemma, andel (%);U28585
brukarbedömning gruppbostad lss - brukaren trivs hemma ibland, andel (%);U28586
brukarbedömning gruppbostad lss - brukaren trivs aldrig hemma, andel (%);U28587
brukarbedömning gruppbostad lss - all personal förstår brukaren, andel (%);U28641
brukarbedömning gruppbostad lss - några i personalen förstår brukaren, andel (%);U28642
brukarbedömning gruppbostad lss - ingen i personalen förstår brukaren, andel (%);U28643
brukarbedömning gruppbostad lss, antal svar;U33964
brukarbedömning servicebostad lss - brukaren får bestämma om saker som är viktiga hemma, andel (%);U28525
brukarbedömning servicebostad lss - brukaren får den hjälp hen vill ha, andel (%);U28526
brukarbedömning servicebostad lss - personalen bryr sig om brukaren, andel (%);U28527
brukarbedömning servicebostad lss - personalen pratar så brukaren förstår, andel (%);U28528
brukarbedömning servicebostad lss - brukaren känner sig trygg med alla i personalen, andel (%);U28529
brukarbedömning servicebostad lss - brukaren är aldrig rädd för något hemma, andel (%);U28530
brukarbedömning servicebostad lss - brukaren trivs med alla i boendepersonalen, andel (%);U28531
brukarbedömning servicebostad lss - brukaren vet vem hen ska kontakta om något är dåligt hemma, andel (%);U28571
brukarbedömning servicebostad lss - får ibland bestämma om saker som är viktiga hemma, andel (%);U28588
brukarbedömning servicebostad lss - får inte bestämma om saker som är viktiga hemma, andel (%);U28589
brukarbedömning servicebostad lss - brukaren får ibland den hjälp hen vill ha, andel (%);U28590
brukarbedömning servicebostad lss - brukaren får aldrig den hjälp hen vill ha, andel (%);U28591
brukarbedömning servicebostad lss - några i personalen pratar så brukaren förstår, andel (%);U28592
brukarbedömning servicebostad lss - personalen pratar inte så brukaren förstår, andel (%);U28593
brukarbedömning servicebostad lss - personalen bryr sig ibland om brukaren, andel (%);U28594
brukarbedömning servicebostad lss - personalen bryr sig inte om brukaren, andel (%);U28595
brukarbedömning servicebostad lss - brukaren känner sig trygg med några i personalen, andel (%);U28596
brukarbedömning servicebostad lss - brukaren känner sig inte trygg med någon i personalen, andel (%);U28597
brukarbedömning servicebostad lss - brukaren är ibland rädd för något hemma, andel (%);U28598
brukarbedömning servicebostad lss - brukaren är ofta rädd för något hemma, andel (%);U28599
brukarbedömning servicebostad lss - brukaren trivs med några i boendepersonalen, andel (%);U28600
brukarbedömning servicebostad lss - brukaren trivs inte med någon i boendepersonalen, andel (%);U28601
brukarbedömning servicebostad lss - all personal  förstår brukaren, andel (%);U28644
brukarbedömning servicebostad lss - några i personalen förstår brukaren, andel (%);U28645
brukarbedömning servicebostad lss - ingen i personalen förstår brukaren, andel (%);U28646
brukarbedömning servicebostad lss, antal svar;U33966
brukarbedömning daglig verksamhet lss - verksamheten är ibland viktig för brukaren, andel (%);U26482
brukarbedömning daglig verksamhet lss - verksamheten är aldrig viktig för brukaren, andel (%);U26483
brukarbedömning daglig verksamhet lss - brukaren får den hjälp hen vill ha, andel (%);U28533
brukarbedömning daglig verksamhet lss - personalen bryr sig om brukaren, andel (%);U28534
brukarbedömning  daglig verksamhet lss  - personalen pratar så brukaren förstår, andel (%);U28535
brukarbedömning  daglig verksamhet lss  - brukaren känner sig trygg med alla i personalen, andel (%);U28536
brukarbedömning  daglig verksamhet lss  - brukaren är aldrig rädd för något på sin dagliga verksamhet, andel (%);U28537
brukarbedömning  daglig verksamhet lss  - brukaren trivs alltid på sin dagliga verksamhet, andel (%);U28538
brukarbedömning daglig verksamhet lss - verksamheten är viktig för brukaren, andel (%);U28561
brukarbedömning daglig verksamhet lss - brukaren vet vem hen ska kontakta om något är dåligt, andel (%);U28562
brukarbedömning daglig verksamhet lss - brukaren får ibland bestämma om saker som är viktiga, andel (%);U28602
brukarbedömning daglig verksamhet lss - brukaren får inte bestämma om saker som är viktiga, andel (%);U28603
brukarbedömning daglig verksamhet lss - brukaren får ibland den hjälp hen vill ha, andel (%);U28604
brukarbedömning daglig verksamhet lss - brukaren får aldrig den hjälp hen vill ha, andel (%);U28605
brukarbedömning daglig verksamhet lss - några i personalen pratar så brukaren förstår, andel (%);U28606
brukarbedömning daglig verksamhet lss - personalen pratar inte så brukaren förstår, andel (%);U28607
brukarbedömning daglig verksamhet lss - personalen bryr sig ibland om brukaren, andel (%);U28608
brukarbedömning daglig verksamhet lss - personalen bryr sig inte om brukaren, andel (%);U28609
brukarbedömning daglig verksamhet lss -  brukaren känner sig trygg med några i personalen, andel (%);U28610
brukarbedömning daglig verksamhet lss - brukaren känner sig inte trygg med någon i personalen, andel (%);U28611
brukarbedömning daglig verksamhet lss  - brukaren är ibland rädd för något på sin dagliga verksamhet, andel (%);U28612
brukarbedömning daglig verksamhet lss - brukaren är ofta rädd för något på sin dagliga verksamhet, andel (%);U28613
brukarbedömning daglig verksamhet lss - brukaren trivs på sin dagliga verksamhet ibland, andel (%);U28614
brukarbedömning daglig verksamhet lss - brukaren trivs aldrig på sin dagliga verksamhet, andel (%);U28615
brukarbedömning daglig verksamhet lss - några i personalen förstår brukaren, andel (%);U28647
brukarbedömning daglig verksamhet lss - ingen i personalen förstår brukaren, andel (%);U28648
brukarbedömning daglig verksamhet lss - all personal förstår brukaren, andel (%);U28658
brukarbedömning daglig verksamhet lss, antal svar;U33960
brukarbedömning boende särskild service sol - brukaren får bestämma om saker som är viktiga, andel (%);U26413
brukarbedömning boende särskild service sol - brukaren får den hjälp hen vill ha, andel (%);U26414
brukarbedömning boende särskild service sol - personalen bryr sig om brukaren, andel (%);U26415
brukarbedömning boende särskild service sol - personalen pratar så brukaren förstår, andel (%);U26416
brukarbedömning boende särskild service sol - brukaren känner sig trygg med alla i personalen, andel (%);U26417
brukarbedömning boende särskild service sol - brukaren är aldrig rädd för något hemma, andel (%);U26418
brukarbedömning boende särskild service sol - brukaren trivs alltid hemma, andel (%);U26419
brukarbedömning boende särskild service sol - brukaren vet vem hen ska kontakta om något är dåligt hemma, andel (%);U26436
brukarbedömning boende särskild service sol - brukaren får ibland bestämma om saker som är viktiga , andel (%);U26468
brukarbedömning boende särskild service sol - brukaren får inte bestämma om saker som är viktiga , andel (%);U26469
brukarbedömning boende särskild service sol - brukaren får ibland den hjälp hen vill ha, andel (%);U26470
brukarbedömning boende särskild service sol - brukaren får aldrig den hjälp hen vill ha, andel (%);U26471
brukarbedömning boende särskild service sol - några i personalen pratar så brukaren förstår, andel (%);U26472
brukarbedömning boende särskild service sol - personalen pratar inte så brukaren förstår, andel (%);U26473
brukarbedömning boende särskild service sol - personalen bryr sig ibland om brukaren, andel (%);U26474
brukarbedömning boende särskild service sol - personalen bryr sig inte om brukaren, andel (%);U26475
brukarbedömning boende särskild service sol - brukaren känner sig trygg med några i personalen, andel (%);U26476
brukarbedömning boende särskild service sol - brukaren känner sig inte trygg med någon i personalen, andel (%);U26477
brukarbedömning boende särskild service sol - brukaren är ibland rädd för något hemma, andel (%);U26478
brukarbedömning boende särskild service sol - brukaren är ofta rädd för något hemma, andel (%);U26479
brukarbedömning boende särskild service sol - brukaren trivs hemma ibland, andel (%);U26480
brukarbedömning boende särskild service sol - brukaren trivs aldrig hemma, andel (%);U26481
brukarbedömning  boende särskild service sol - all personal förstår brukaren, andel (%);U28649
brukarbedömning  boende särskild service sol - några i personalen förstår brukaren, andel (%);U28650
brukarbedömning  boende särskild service sol - ingen i personalen förstår brukaren, andel (%);U28651
brukarbedömning boende särskild service sol, antal svar;U33961
brukarbedömning boendestöd sol - brukaren får bestämma om saker som är viktiga, andel (%);U26420
brukarbedömning boendestöd sol - brukaren får den hjälp hen vill ha, andel (%);U26421
brukarbedömning boendestöd sol - personalen bryr sig om brukaren, andel (%);U26422
brukarbedömning boendestöd sol - personalen pratar så brukaren förstår, andel (%);U26423
brukarbedömning boendestöd sol - brukaren känner sig trygg med alla i personalen, andel (%);U26424
brukarbedömning boendestöd sol - brukaren vet vem hen ska kontakta om något är dåligt med boendestödet, andel (%);U26437
brukarbedömning boendestöd sol - brukaren får ibland bestämma om saker som är viktiga ,andel (%);U26440
brukarbedömning boendestöd sol - brukaren får inte bestämma om saker som är viktiga, andel (%);U26441
brukarbedömning boendestöd sol - brukaren får ibland den hjälp hen vill ha, andel (%);U26442
brukarbedömning boendestöd sol - brukaren får aldrig den hjälp hen vill ha, andel (%);U26443
brukarbedömning boendestöd sol - några i personalen pratar så brukaren förstår, andel (%);U26444
brukarbedömning boendestöd sol - personalen pratar inte så brukaren förstår, andel (%);U26445
brukarbedömning boendestöd sol - personalen bryr sig ibland om brukaren, andel (%);U26446
brukarbedömning boendestöd sol - personalen bryr sig inte om brukaren, andel (%);U26447
brukarbedömning boendestöd sol - brukaren känner sig trygg med några i personalen, andel (%);U26448
brukarbedömning boendestöd sol - brukaren känner sig inte trygg med någon i personalen, andel (%);U26449
brukarbedömning boendestöd sol - all personal förstår brukaren, andel (%);U28652
brukarbedömning boendestöd sol - några i personalen förstår brukaren, andel (%);U28653
brukarbedömning boendestöd sol - ingen i personalen förstår brukaren, andel (%);U28654
brukarbedömning boendestöd sol, antal svar;U33963
brukarbedömning boendestöd sol - brukaren trivs med sina boendestödjare, andel (%);U33967
brukarbedömning boendestöd sol - brukaren trivs ibland med sina boendestödjare, andel (%);U33968
brukarbedömning boendestöd sol - brukaren trivs inte med sina boendestödjare, andel (%);U33969
brukarbedömning sysselsättning sol - brukaren får bestämma om saker som är viktiga, andel (%);U26427
brukarbedömning sysselsättning sol - brukaren får den hjälp hen vill ha, andel (%);U26428
brukarbedömning sysselsättning sol - personalen bryr sig om brukaren, andel (%);U26429
brukarbedömning sysselsättning sol - personalen pratar så brukaren förstår, andel (%);U26430
brukarbedömning sysselsättning sol - brukaren känner sig trygg med alla i personalen, andel (%);U26431
brukarbedömning sysselsättning sol - brukaren är aldrig rädd för något på sin sysselsättning, andel (%);U26432
brukarbedömning sysselsättning sol - brukaren trivs på verksamheten, andel (%);U26433
brukarbedömning sysselsättning sol - verksamheten är viktig för brukaren, andel (%);U26438
brukarbedömning sysselsättning sol - brukaren vet vem hen ska kontakta om något är dåligt på sysselsättningen, andel (%);U26439
brukarbedömning sysselsättning sol - brukaren får ibland bestämma om saker som är viktiga, andel (%);U26452
brukarbedömning sysselsättning sol - brukaren får inte bestämma om saker som är viktiga, andel (%);U26453
brukarbedömning sysselsättning sol - brukaren får ibland den hjälp hen vill ha, andel (%);U26454
brukarbedömning sysselsättning sol - brukaren får aldrig den hjälp hen vill ha, andel (%);U26455
brukarbedömning sysselsättning sol - några i personalen pratar så brukaren förstår, andel (%);U26456
brukarbedömning sysselsättning sol - personalen pratar inte så brukaren förstår, andel (%);U26457
brukarbedömning sysselsättning sol - personalen bryr sig ibland om brukaren, andel (%);U26458
brukarbedömning sysselsättning sol - personalen bryr sig inte om brukaren, andel (%);U26459
brukarbedömning sysselsättning sol - brukaren känner sig trygg med några i personalen, andel (%);U26460
brukarbedömning sysselsättning sol - brukaren känner sig inte trygg med någon i personalen, andel (%);U26461
brukarbedömning sysselsättning sol  - brukaren är ibland rädd för något på sin sysselsättning, andel (%);U26462
brukarbedömning sysselsättning sol  - brukaren är ofta rädd för något på sin sysselsättning, andel (%);U26463
brukarbedömning sysselsättning sol - brukaren trivs ibland på verksamheten, andel (%);U26464
brukarbedömning sysselsättning sol - brukaren trivs aldrig på verksamheten, andel (%);U26465
brukarbedömning sysselsättning sol - verksamheten är ibland viktig för brukaren, andel (%);U26466
brukarbedömning sysselsättning sol - verksamheten är aldrig viktig för brukaren, andel (%);U26467
brukarbedömning sysselsättning sol - all personal förstår brukaren, andel (%);U28655
brukarbedömning sysselsättning sol - några i personalen förstår brukaren, andel (%);U28656
brukarbedömning sysselsättning sol - ingen i personalen förstår brukaren, andel (%);U28657
brukarbedömning sysselsättning sol, antal svar;U33962
läkarbesök i specialiserad vård, konsumtionsperspektiv, antal/1000 inv;N70700
läkarbesök i specialiserad vård, produktionsperspektiv, antal/1000 inv;N70701
vårdtillfällen, produktionsperspektiv, antal/100 000 inv;N70706
läkarbesök hälso- och sjukvård totalt, produktionsperspektiv, antal/1000 inv;N70842
andra besök än läkarbesök hälso- och sjukvård totalt, produktionsperspektiv, antal/1000 inv;N70843
socioekonomiska förutsättningar, index (max = 100);U61900
låg förekomst av folksjukdomar, index (max = 100);U61902
läkarbesök i primärvården, produktionsperspektiv, andel (%) av totalt antal läkarbesök;U61904
uppnådda målnivåer - astma och kol, andel (%);U70454
uppnådda målnivåer - bröstcancer, andel (%);U70455
uppnådda målnivåer - lungcancer, andel (%);U70456
uppnådda målnivåer - prostatacancer, andel (%);U70457
uppnådda målnivåer - tarmcancer, andel (%);U70458
uppnådda målnivåer - diabetes, andel (%);U70459
uppnådda målnivåer - hjärtsjukvård, andel (%);U70460
uppnådda målnivåer - ms, andel (%);U70461
uppnådda målnivåer - palliativ vård, andel (%);U70462
uppnådda målnivåer - stroke, andel (%);U70463
tillgänglighet enligt vårdgarantin, index (max = 100);U79142
patientupplevelse, index (max =100);U79170
kostnad per producerad drg-poäng, spec. somatisk vård, öppen- och slutenvård, regionsjukhus, kr/drg-poäng;U79253
kostnad per producerad drg-poäng, spec. somatisk vård, öppen- och slutenvård, länssjukhus total, kr/drg-poäng;U79254
kostnad per producerad drg-poäng, spec. somatisk vård, öppen- och slutenvård, länsdelssjukhus total, kr/drg-poäng;U79255
kostnad per producerad drg-poäng, spec. somatisk vård, öppen- och slutenvård, totalt, kr/drg-poäng;U79339
kostnad per producerad drg-poäng, psykiatrisk slutenvård exkl. rättspsykiatri, kr/drg-poäng;U79340
kostnad per producerad drg-poäng, psykiatrisk öppenvård exkl. rättspsykiatri, kr/drg-poäng;U79343
köp av verksamhet totalt, andel (%);N60087
köp av kultur, utbildning och allmän regional utveckling, totalt, andel (%);N63206
köp av regional utveckling, totalt, andel (%);N63225
köp av hälso- och sjukvård totalt, andel (%);N70049
köp av primärvård totalt, andel (%);N71029
